"","equipment.id","attributes.name","attributes.value","styles.id"
"505","10065068147","2nd Row Center Armrest","folding with storage",100650681
"506","10065068147","Reclining 2nd Row","reclining",100650681
"507","200192887","Warranty Maximum Mileage","50000",100650681
"508","200192887","Warranty Miles Limited/unlimited","L",100650681
"509","200192887","Warranty Years Limited/unlimited","L",100650681
"510","200192887","Warranty Maximum Years","4",100650681
"511","200192887","Warranty Type","Basic",100650681
"512","200192888","Warranty Maximum Mileage","70000",100650681
"513","200192888","Warranty Miles Limited/unlimited","L",100650681
"514","200192888","Warranty Years Limited/unlimited","L",100650681
"515","200192888","Warranty Maximum Years","6",100650681
"516","200192888","Warranty Type","Drivetrain",100650681
"517","200192889","Warranty Maximum Mileage","50000",100650681
"518","200192889","Warranty Miles Limited/unlimited","L",100650681
"519","200192889","Warranty Years Limited/unlimited","L",100650681
"520","200192889","Warranty Maximum Years","4",100650681
"521","200192889","Warranty Type","Roadside",100650681
"522","200192890","Warranty Comments","Prior to 6/30/2005 Rust coverage was 5 Year Unlimited Miles",100650681
"523","200192890","Warranty Miles Limited/unlimited","U",100650681
"524","200192890","Warranty Years Limited/unlimited","L",100650681
"525","200192890","Warranty Maximum Years","5",100650681
"526","200192890","Warranty Type","Rust",100650681
"527","200192894","Total Number Of Speakers","7",100650681
"528","200192894","Antenna Type","mast",100650681
"529","200192894","Cd Player","single CD player",100650681
"530","200192894","Audio Security System","audio security system",100650681
"531","200192894","Radio","AM/FM",100650681
"532","200192894","Satellite Radio","satellite radio",100650681
"533","200192894","Watts","155",100650681
"534","200192894","Subwoofer","1",100650681
"535","200192895","Rear Tire Width","235",100650681
"536","200192895","Rear Tire Prefix","P",100650681
"537","200192895","Tire Type","all season",100650681
"538","200192895","Rear Tire Diameter","17",100650681
"539","200192895","Rear Tire Profile","65",100650681
"540","200192895","Rear Tire Speed Rating","T",100650681
"541","200192896","Rim Type","alloy",100650681
"542","200192896","Rear Wheel Diameter","17",100650681
"543","200192896","Rear Wheel Width","6.5",100650681
"544","10077323110","Cargo Capacity, All Seats In Place","27.8",100773231
"545","10077323110","Cargo Capacity, Rear Seat Down Or Removed","60.6",100773231
"546","10077323110","Max Cargo Capacity","60.6",100773231
"547","10077323111","Phone","pre-wired for phone",100773231
"548","10077323111","Bluetooth","Bluetooth",100773231
"549","10077323113","Electroluminescent Instrumentation","electroluminescent instrumentation",100773231
"550","10077323113","External Temperature Gauge","external temperature display",100773231
"551","10077323113","Boost Gauge","boost gauge",100773231
"552","10077323113","Tire Pressure Monitoring System","tire pressure monitoring",100773231
"553","10077323113","Low Fuel Level Indicator","low fuel level",100773231
"554","10077323113","Tachometer","tachometer",100773231
"555","10077323113","Trip Computer","trip computer",100773231
"556","10077323113","Clock","clock",100773231
"557","10077323114","Rear Spoiler","rear spoiler",100773231
"558","10077323115","Liftgate Window","fixed",100773231
"559","10077323115","Rear Door Type","liftgate",100773231
"560","10077323115","Number Of Doors","4",100773231
"561","10077323116","Front Fog Lights","front fog/driving lights",100773231
"562","10077323116","Daytime Running Lights","daytime running lights",100773231
"563","10077323116","Xenon Headlights","xenon high intensity discharge",100773231
"564","10077323119","Number Of Passenger Seat Manual Adjustments","4",100773231
"565","10077323119","Heated Passenger Seat","multi-level heating",100773231
"566","10077323119","Passenger Seat Whiplash Protection","whiplash protection system",100773231
"567","10077323120","1st Row Vanity Mirrors","dual illuminated vanity mirrors",100773231
"568","10077323120","Passenger Side Mirror Adjustment","power",100773231
"569","10077323120","Turn Signal Side Mirrors","turn signal in mirrors",100773231
"570","10077323120","Exterior Mirror Adjustment","power",100773231
"571","10077323120","Heated Exterior Mirrors","heated",100773231
"572","10077323120","Reverse Tilt Side Mirrors","passenger mirror",100773231
"573","10077323120","Heated Passenger Side Mirror","heated",100773231
"574","10077323121","Power Steering","speed-proportional power steering",100773231
"575","10077323122","1st Row Seat Type","sport",100773231
"576","10077323122","Adjustable Seat Headrest","height adjustable headrests",100773231
"577","10077323122","1st Row Upholstery","leather",100773231
"578","10077323122","Number Of 1st Row Headrests","2",100773231
"579","10077323122","Seat Whiplash Protection","whiplash protection system",100773231
"580","10077323123","2nd Row Leg Room","37.7",100773231
"581","10077323123","1st Row Hip Room","54.4",100773231
"582","10077323123","2nd Row Shoulder Room","56.3",100773231
"583","10077323123","1st Row Leg Room","41.8",100773231
"584","10077323123","1st Row Head Room","38.7",100773231
"585","10077323123","2nd Row Head Room","38.3",100773231
"586","10077323123","2nd Row Hip Room","53.0",100773231
"587","10077323123","1st Row Shoulder Room","58.2",100773231
"588","10077323124","Spare Tire Mount Location","inside",100773231
"589","10077323126","Power Outlet(s)","12V",100773231
"590","10077323127","Overall Width Without Mirrors","73.6",100773231
"591","10077323127","Wheelbase","104.3",100773231
"592","10077323127","Minimum Ground Clearance","6.3",100773231
"593","10077323127","Overall Length","180.7",100773231
"594","10077323127","Overall Height","65.2",100773231
"595","10077323127","Rear Track","62.6",100773231
"596","10077323127","Front Track","61.9",100773231
"597","10077323128","Privacy Glass","privacy glass",100773231
"598","10077323128","Speed Sensitive Front Wipers","speed sensitive",100773231
"599","10077323128","One Touch Windows","2",100773231
"600","10077323128","Power Windows","power windows",100773231
"601","10077323128","Rear Wiper","intermittent rear wiper",100773231
"602","10077323128","Intermittent Front Wipers","variable intermittent",100773231
"603","10077323128","Rear Defogger","rear defogger",100773231
"604","10077323129","Steering Wheel Adjustments","tilt and telescopic",100773231
"605","10077323129","Cruise Controls On Steering Wheel","cruise controls",100773231
"606","10077323129","Transmission Controls On Steering Wheel","gear shift controls",100773231
"607","10077323129","Steering Wheel Trim","leather",100773231
"608","10077323129","Audio Controls On Steering Wheel","audio controls",100773231
"609","10077323129","Phone Controls On Steering Wheel","phone controls on steering wheel",100773231
"610","10077323132","Cupholders Location","front and rear",100773231
"611","10077323132","Seatback Storage","front seatback storage",100773231
"612","10077323132","Door Pockets Location","front",100773231
"613","10077323132","Rear Area Cargo Cover","rear area cargo cover",100773231
"614","10077323132","Center Console","front console with storage",100773231
"615","10077323133","One Touch Power Sunroof","one-touch power sunroof",100773231
"616","10077323133","Sunroof","power glass",100773231
"617","10077323134","1st Row Seating Capacity","2",100773231
"618","10077323134","2nd Row Seating Capacity","3",100773231
"619","10077323135","Front Air Conditioning Zones","dual",100773231
"620","10077323135","Front Air Conditioning","automatic climate control",100773231
"621","10077323135","Air Filtration","interior air filtration",100773231
"622","10077323136","Limited Slip Rear Differential","limited slip rear differential",100773231
"623","10077323136","Final Drive Ratio","4.53",100773231
"624","10077323136","Center Differential","mechanical",100773231
"625","10077323136","Limited Slip Center Differential","limited slip center differential",100773231
"626","10077323137","Seatbelt Pretensioners","front",100773231
"627","10077323137","Seatbelt Force Limiters","front",100773231
"628","10077323137","2nd Row Center Seatbelt","3-point belt",100773231
"629","10077323138","Front Suspension Classification","independent",100773231
"630","10077323138","Rear Spring Type","coil springs",100773231
"631","10077323138","Independent Suspension","four-wheel",100773231
"632","10077323138","Rear Arm Type","trailing arms",100773231
"633","10077323138","Rear Suspension Type","multi-link",100773231
"634","10077323138","Front Arm Type","lower control arms",100773231
"635","10077323138","Rear Suspension Classification","independent",100773231
"636","10077323138","Front Stabilizer Bar","stabilizer bar",100773231
"637","10077323138","Front Spring Type","coil springs",100773231
"638","10077323138","Rear Stabilizer Bar","stabilizer bar",100773231
"639","10077323138","Front Suspension Type","MacPherson strut",100773231
"640","10077323139","Ege Highway Mpg","22",100773231
"641","10077323139","Epa City Mpg","17",100773231
"642","10077323139","Fuel Capacity","18.0",100773231
"643","10077323139","Ege Combined Mpg","19",100773231
"644","10077323139","Epa Highway Mpg","22",100773231
"645","10077323139","Epa Combined Mpg","19",100773231
"646","10077323139","Angle Of Approach","28.0",100773231
"647","10077323139","Curb Weight","3968",100773231
"648","10077323139","Turning Diameter","37.4",100773231
"649","10077323139","Angle Of Departure","22.0",100773231
"650","10077323139","Tco Curb Weight","3968",100773231
"651","10077323139","Ege City Mpg","17",100773231
"652","10077323139","Towing Capacity","1500",100773231
"653","10077323140","Electronic Brakeforce Distribution","electronic brakeforce distribution",100773231
"654","10077323140","Rear Brake Type","disc",100773231
"655","10077323140","Front Brake Diameter","11.7",100773231
"656","10077323140","Front Brake Type","ventilated disc",100773231
"657","10077323140","Antilock Braking System","4-wheel ABS",100773231
"658","10077323140","Braking Assist","braking assist",100773231
"659","10077323140","Rear Brake Diameter","12.0",100773231
"660","10077323141","Tow Hooks","front",100773231
"661","10077323142","Driven Wheels","all wheel drive",100773231
"662","10077323143","Cruise Control","cruise control",100773231
"663","10077323143","Floor Mats","floor mats",100773231
"664","10077323143","Universal Remote Transmitter","universal remote transmitter",100773231
"665","10077323143","2nd Row Floor Mats","rear floor mats",100773231
"666","10077323143","Cargo Area Light","cargo area light",100773231
"667","10077323143","Reading Lights","front and rear reading lights",100773231
"668","10077323143","Retained Accessory Power","retained accessory power",100773231
"669","10077323143","Floor Mat Material","carpet",100773231
"670","10077323145","Driver Seat Adjustable Lumbar","power adjustable lumbar support",100773231
"671","10077323145","Number Of Driver Seat Power Adjustments","8",100773231
"672","10077323145","Heated Driver Seat","multi-level heating",100773231
"673","10077323146","Engine Immobilizer","engine immobilizer",100773231
"674","10077323146","Power Door Locks","remote keyless power door locks",100773231
"675","10077323146","2 Stage Unlocking","remote 2-stage unlocking",100773231
"676","10077323146","Anti Theft Alarm System","remote anti-theft alarm system",100773231
"677","10077323148","Head Airbags","front and rear",100773231
"678","10077323148","Passenger Airbag Deactivation","occupant sensing deactivation",100773231
"679","10077323148","Side Curtain Airbag Rollover Sensor","side-curtain airbag rollover sensor",100773231
"680","10077323148","Side Airbags","dual front",100773231
"681","10077323148","Passenger Airbag","Standard",100773231
"682","10077323148","Depowered Airbags","Standard",100773231
"683","10077323149","Folding 2nd Row","split folding",100773231
"684","10077323149","2nd Row Seat Type","40-60 split bench",100773231
"685","10077323149","Adjustable 2nd Row Headrests","height adjustable headrests",100773231
"686","10077323149","Number Of 2nd Row Headrests","3",100773231
"687","10077323149","2nd Row Center Armrest","folding with storage",100773231
"688","200159697","Warranty Maximum Mileage","50000",100773231
"689","200159697","Warranty Miles Limited/unlimited","L",100773231
"690","200159697","Warranty Years Limited/unlimited","L",100773231
"691","200159697","Warranty Maximum Years","4",100773231
"692","200159697","Warranty Type","Basic",100773231
"693","200159698","Warranty Maximum Mileage","70000",100773231
"694","200159698","Warranty Miles Limited/unlimited","L",100773231
"695","200159698","Warranty Years Limited/unlimited","L",100773231
"696","200159698","Warranty Maximum Years","6",100773231
"697","200159698","Warranty Type","Drivetrain",100773231
"698","200159699","Warranty Maximum Mileage","50000",100773231
"699","200159699","Warranty Miles Limited/unlimited","L",100773231
"700","200159699","Warranty Years Limited/unlimited","L",100773231
"701","200159699","Warranty Maximum Years","4",100773231
"702","200159699","Warranty Type","Roadside",100773231
"703","200159700","Warranty Miles Limited/unlimited","U",100773231
"704","200159700","Warranty Years Limited/unlimited","L",100773231
"705","200159700","Warranty Maximum Years","5",100773231
"706","200159700","Warranty Type","Rust",100773231
"707","200159709","Total Number Of Speakers","7",100773231
"708","200159709","Digital Audio Input","auxiliary audio input",100773231
"709","200159709","Antenna Type","mast",100773231
"710","200159709","Cd Player","6 CD player",100773231
"711","200159709","Cd Mp3 Playback","CD MP3 Playback",100773231
"712","200159709","Speed Sensitive Volume Control","speed sensitive volume control",100773231
"713","200159709","Radio","AM/FM",100773231
"714","200159709","Radio Data System","radio data system",100773231
"715","200159709","Satellite Radio","satellite radio",100773231
"716","200159709","Watts","360",100773231
"717","200159709","Subwoofer","1",100773231
"718","200159710","Rear Tire Width","235",100773231
"719","200159710","Rear Tire Load Rating","99",100773231
"720","200159710","Rear Tire Prefix","P",100773231
"721","200159710","Tire Type","all season",100773231
"722","200159710","Rear Tire Diameter","18",100773231
"723","200159710","Rear Tire Profile","55",100773231
"724","200159710","Rear Tire Speed Rating","V",100773231
"725","200159711","Rim Type","alloy",100773231
"726","200159711","Rear Wheel Diameter","18",100773231
"727","200159711","Rear Wheel Width","7.5",100773231
"728","10090554010","Cargo Capacity, All Seats In Place","28.8",100905540
"729","10090554011","Phone","pre-wired for phone",100905540
"730","10090554011","Bluetooth","Bluetooth",100905540
"731","10090554013","Electroluminescent Instrumentation","electroluminescent instrumentation",100905540
"732","10090554013","External Temperature Gauge","external temperature display",100905540
"733","10090554013","Boost Gauge","boost gauge",100905540
"734","10090554013","Tire Pressure Monitoring System","tire pressure monitoring",100905540
"735","10090554013","Low Fuel Level Indicator","low fuel level",100905540
"736","10090554013","Tachometer","tachometer",100905540
"737","10090554013","Trip Computer","trip computer",100905540
"738","10090554013","Clock","clock",100905540
"739","10090554014","Rear Spoiler","rear spoiler",100905540
"740","10090554015","Liftgate Window","fixed",100905540
"741","10090554015","Rear Door Type","liftgate",100905540
"742","10090554015","Number Of Doors","4",100905540
"743","10090554016","Front Fog Lights","front fog/driving lights",100905540
"744","10090554016","Daytime Running Lights","daytime running lights",100905540
"745","10090554016","Xenon Headlights","xenon high intensity discharge",100905540
"746","10090554019","Number Of Passenger Seat Manual Adjustments","4",100905540
"747","10090554019","Heated Passenger Seat","multi-level heating",100905540
"748","10090554019","Passenger Seat Whiplash Protection","whiplash protection system",100905540
"749","10090554020","Auto Dimming Rearview Mirror","electrochromatic",100905540
"750","10090554020","1st Row Vanity Mirrors","dual illuminated vanity mirrors",100905540
"751","10090554020","Side Mirror Memory","includes exterior mirrors",100905540
"752","10090554020","Passenger Side Mirror Adjustment","power",100905540
"753","10090554020","Turn Signal Side Mirrors","turn signal in mirrors",100905540
"754","10090554020","Exterior Mirror Adjustment","power",100905540
"755","10090554020","Heated Exterior Mirrors","heated",100905540
"756","10090554020","Reverse Tilt Side Mirrors","passenger mirror",100905540
"757","10090554020","Heated Passenger Side Mirror","heated",100905540
"758","10090554021","Power Steering","speed-proportional power steering",100905540
"759","10090554022","1st Row Seat Type","sport",100905540
"760","10090554022","Adjustable Seat Headrest","height adjustable headrests",100905540
"761","10090554022","1st Row Upholstery","leather",100905540
"762","10090554022","Number Of 1st Row Headrests","2",100905540
"763","10090554022","Seat Whiplash Protection","whiplash protection system",100905540
"764","10090554023","2nd Row Leg Room","37.7",100905540
"765","10090554023","1st Row Hip Room","54.4",100905540
"766","10090554023","2nd Row Shoulder Room","56.3",100905540
"767","10090554023","1st Row Leg Room","41.8",100905540
"768","10090554023","1st Row Head Room","38.7",100905540
"769","10090554023","2nd Row Head Room","38.3",100905540
"770","10090554023","2nd Row Hip Room","53.0",100905540
"771","10090554023","1st Row Shoulder Room","58.2",100905540
"772","10090554024","Spare Tire Mount Location","inside",100905540
"773","10090554026","Power Outlet(s)","12V",100905540
"774","10090554027","Overall Width Without Mirrors","73.6",100905540
"775","10090554027","Wheelbase","104.3",100905540
"776","10090554027","Minimum Ground Clearance","6.3",100905540
"777","10090554027","Overall Length","180.7",100905540
"778","10090554027","Overall Height","65.2",100905540
"779","10090554027","Rear Track","62.6",100905540
"780","10090554027","Front Track","61.9",100905540
"781","10090554028","Privacy Glass","privacy glass",100905540
"782","10090554028","Speed Sensitive Front Wipers","speed sensitive",100905540
"783","10090554028","One Touch Windows","2",100905540
"784","10090554028","Power Windows","power windows",100905540
"785","10090554028","Rear Wiper","intermittent rear wiper",100905540
"786","10090554028","Intermittent Front Wipers","variable intermittent",100905540
"787","10090554028","Rear Defogger","rear defogger",100905540
"788","10090554029","Steering Wheel Adjustments","tilt and telescopic",100905540
"789","10090554029","Cruise Controls On Steering Wheel","cruise controls",100905540
"790","10090554029","Transmission Controls On Steering Wheel","gear shift controls",100905540
"791","10090554029","Steering Wheel Trim","leather",100905540
"792","10090554029","Audio Controls On Steering Wheel","audio controls",100905540
"793","10090554029","Phone Controls On Steering Wheel","phone controls on steering wheel",100905540
"794","10090554032","Cupholders Location","front and rear",100905540
"795","10090554032","Seatback Storage","front seatback storage",100905540
"796","10090554032","Door Pockets Location","front",100905540
"797","10090554032","Rear Area Cargo Cover","rear area cargo cover",100905540
"798","10090554032","Center Console","front console with storage",100905540
"799","10090554033","One Touch Power Sunroof","one-touch power sunroof",100905540
"800","10090554033","Remote Sunroof Operation","remote sunroof operation",100905540
"801","10090554033","Sunroof","power glass",100905540
"802","10090554034","1st Row Seating Capacity","2",100905540
"803","10090554034","2nd Row Seating Capacity","3",100905540
"804","10090554035","Front Air Conditioning Zones","dual",100905540
"805","10090554035","Front Air Conditioning","automatic climate control",100905540
"806","10090554035","Air Filtration","interior air filtration",100905540
"807","10090554036","Limited Slip Rear Differential","limited slip rear differential",100905540
"808","10090554036","Final Drive Ratio","4.53",100905540
"809","10090554036","Center Differential","mechanical",100905540
"810","10090554036","Limited Slip Center Differential","limited slip center differential",100905540
"811","10090554037","Seatbelt Pretensioners","front",100905540
"812","10090554037","Seatbelt Force Limiters","front",100905540
"813","10090554037","2nd Row Center Seatbelt","3-point belt",100905540
"814","10090554038","Front Suspension Classification","independent",100905540
"815","10090554038","Rear Spring Type","coil springs",100905540
"816","10090554038","Independent Suspension","four-wheel",100905540
"817","10090554038","Rear Arm Type","trailing arms",100905540
"818","10090554038","Rear Suspension Type","multi-link",100905540
"819","10090554038","Front Arm Type","lower control arms",100905540
"820","10090554038","Rear Suspension Classification","independent",100905540
"821","10090554038","Front Stabilizer Bar","stabilizer bar",100905540
"822","10090554038","Front Spring Type","coil springs",100905540
"823","10090554038","Rear Stabilizer Bar","stabilizer bar",100905540
"824","10090554038","Front Suspension Type","MacPherson strut",100905540
"825","10090554039","Angle Of Approach","28.0",100905540
"826","10090554039","Epa Combined Mpg","19",100905540
"827","10090554039","Ege Highway Mpg","22",100905540
"828","10090554039","Epa City Mpg","17",100905540
"829","10090554039","Curb Weight","3924",100905540
"830","10090554039","Turning Diameter","39.2",100905540
"831","10090554039","Angle Of Departure","22.0",100905540
"832","10090554039","Epa Highway Mpg","22",100905540
"833","10090554039","Tco Curb Weight","3924",100905540
"834","10090554039","Ege Combined Mpg","19",100905540
"835","10090554039","Fuel Capacity","18.0",100905540
"836","10090554039","Ege City Mpg","17",100905540
"837","10090554039","Towing Capacity","1500",100905540
"838","10090554040","Rear Brake Type","disc",100905540
"839","10090554040","Electronic Brakeforce Distribution","electronic brakeforce distribution",100905540
"840","10090554040","Front Brake Diameter","11.7",100905540
"841","10090554040","Front Brake Type","ventilated disc",100905540
"842","10090554040","Antilock Braking System","4-wheel ABS",100905540
"843","10090554040","Braking Assist","braking assist",100905540
"844","10090554040","Rear Brake Diameter","12.0",100905540
"845","10090554041","Tow Hooks","front",100905540
"846","10090554042","Driven Wheels","all wheel drive",100905540
"847","10090554043","Cruise Control","cruise control",100905540
"848","10090554043","Floor Mats","floor mats",100905540
"849","10090554043","Universal Remote Transmitter","universal remote transmitter",100905540
"850","10090554043","2nd Row Floor Mats","rear floor mats",100905540
"851","10090554043","Cargo Area Light","cargo area light",100905540
"852","10090554043","Reading Lights","front reading lights",100905540
"853","10090554043","Retained Accessory Power","retained accessory power",100905540
"854","10090554043","Floor Mat Material","carpet",100905540
"855","10090554045","Driver Seat Adjustable Lumbar","power adjustable lumbar support",100905540
"856","10090554045","Number Of Driver Seat Power Adjustments","8",100905540
"857","10090554045","Number Of Memorized Driver Seat Settings","2",100905540
"858","10090554045","Heated Driver Seat","multi-level heating",100905540
"859","10090554046","Engine Immobilizer","engine immobilizer",100905540
"860","10090554046","Power Door Locks","remote keyless power door locks",100905540
"861","10090554046","Anti Theft Alarm System","remote anti-theft alarm system",100905540
"862","10090554046","2 Stage Unlocking","remote 2-stage unlocking",100905540
"863","10090554048","Head Airbags","front and rear",100905540
"864","10090554048","Passenger Airbag Deactivation","occupant sensing deactivation",100905540
"865","10090554048","Side Curtain Airbag Rollover Sensor","side-curtain airbag rollover sensor",100905540
"866","10090554048","Side Airbags","dual front",100905540
"867","10090554048","Passenger Airbag","Standard",100905540
"868","10090554048","Depowered Airbags","Standard",100905540
"869","10090554049","Folding 2nd Row","split folding",100905540
"870","10090554049","2nd Row Seat Type","40-60 split bench",100905540
"871","10090554049","Adjustable 2nd Row Headrests","height adjustable headrests",100905540
"872","10090554049","Number Of 2nd Row Headrests","3",100905540
"873","10090554049","2nd Row Center Armrest","folding with storage",100905540
"874","200093454","Warranty Maximum Mileage","50000",100905540
"875","200093454","Warranty Miles Limited/unlimited","L",100905540
"876","200093454","Warranty Years Limited/unlimited","L",100905540
"877","200093454","Warranty Maximum Years","4",100905540
"878","200093454","Warranty Type","Basic",100905540
"879","200093455","Warranty Maximum Mileage","70000",100905540
"880","200093455","Warranty Miles Limited/unlimited","L",100905540
"881","200093455","Warranty Years Limited/unlimited","L",100905540
"882","200093455","Warranty Maximum Years","6",100905540
"883","200093455","Warranty Type","Drivetrain",100905540
"884","200093456","Warranty Maximum Mileage","50000",100905540
"885","200093456","Warranty Miles Limited/unlimited","L",100905540
"886","200093456","Warranty Years Limited/unlimited","L",100905540
"887","200093456","Warranty Maximum Years","4",100905540
"888","200093456","Warranty Type","Roadside",100905540
"889","200093457","Warranty Miles Limited/unlimited","U",100905540
"890","200093457","Warranty Years Limited/unlimited","L",100905540
"891","200093457","Warranty Maximum Years","5",100905540
"892","200093457","Warranty Type","Rust",100905540
"893","200093461","Total Number Of Speakers","7",100905540
"894","200093461","Digital Audio Input","auxiliary audio input",100905540
"895","200093461","Antenna Type","mast",100905540
"896","200093461","Cd Player","6 CD player",100905540
"897","200093461","Cd Mp3 Playback","CD MP3 Playback",100905540
"898","200093461","Speed Sensitive Volume Control","speed sensitive volume control",100905540
"899","200093461","Radio","AM/FM",100905540
"900","200093461","Radio Data System","radio data system",100905540
"901","200093461","Satellite Radio","satellite radio",100905540
"902","200093461","Watts","360",100905540
"903","200093461","Subwoofer","1",100905540
"904","200093462","Rear Tire Width","235",100905540
"905","200093462","Rear Tire Load Rating","99",100905540
"906","200093462","Rear Tire Prefix","P",100905540
"907","200093462","Tire Type","all season",100905540
"908","200093462","Rear Tire Diameter","18",100905540
"909","200093462","Rear Tire Profile","55",100905540
"910","200093462","Rear Tire Speed Rating","V",100905540
"911","200093463","Rim Type","alloy",100905540
"912","200093463","Rear Wheel Diameter","18",100905540
"913","200093463","Rear Wheel Width","7.5",100905540
"914","10044988310","Cargo Capacity, All Seats In Place","12.5",100449883
"915","10044988311","Phone","pre-wired for phone",100449883
"916","10044988311","Bluetooth","Bluetooth",100449883
"917","10044988313","Electroluminescent Instrumentation","electroluminescent instrumentation",100449883
"918","10044988313","External Temperature Gauge","external temperature display",100449883
"919","10044988313","Low Fuel Level Indicator","low fuel level",100449883
"920","10044988313","Tachometer","tachometer",100449883
"921","10044988313","Trip Computer","trip computer",100449883
"922","10044988313","Clock","clock",100449883
"923","10044988314","Chrome Grille","chrome grille",100449883
"924","10044988315","Number Of Doors","4",100449883
"925","10044988316","Front Fog Lights","front fog/driving lights",100449883
"926","10044988316","Headlights Auto Delay","auto delay off",100449883
"927","10044988316","Xenon Headlights","xenon high intensity discharge",100449883
"928","10044988316","Headlights Dusk Sensor","dusk sensing",100449883
"929","10044988319","Height Adjustable Passenger Seat","height adjustable",100449883
"930","10044988319","Heated Passenger Seat","multi-level heating",100449883
"931","10044988319","Number Of Passenger Seat Power Adjustments","4",100449883
"932","10044988320","Auto Dimming Rearview Mirror","electrochromatic",100449883
"933","10044988320","1st Row Vanity Mirrors","dual illuminated vanity mirrors",100449883
"934","10044988320","Side Mirror Memory","includes exterior mirrors",100449883
"935","10044988320","Passenger Side Mirror Adjustment","power",100449883
"936","10044988320","Exterior Mirror Adjustment","power",100449883
"937","10044988320","Heated Exterior Mirrors","heated",100449883
"938","10044988320","Reverse Tilt Side Mirrors","dual mirrors",100449883
"939","10044988320","Heated Passenger Side Mirror","heated",100449883
"940","10044988321","Power Steering","speed-proportional power steering",100449883
"941","10044988322","1st Row Seat Type","bucket",100449883
"942","10044988322","Adjustable Seat Headrest","multi-adjustable headrests",100449883
"943","10044988322","1st Row Upholstery","leather",100449883
"944","10044988322","Number Of 1st Row Headrests","2",100449883
"945","10044988323","2nd Row Leg Room","34.9",100449883
"946","10044988323","1st Row Hip Room","55.6",100449883
"947","10044988323","2nd Row Shoulder Room","55.7",100449883
"948","10044988323","1st Row Leg Room","42.8",100449883
"949","10044988323","1st Row Head Room","38.7",100449883
"950","10044988323","2nd Row Head Room","37.2",100449883
"951","10044988323","2nd Row Hip Room","53.8",100449883
"952","10044988323","Epa Interior Volume","110.4",100449883
"953","10044988323","1st Row Shoulder Room","58.3",100449883
"954","10044988324","Spare Wheel Rim Type","steel",100449883
"955","10044988324","Spare Tire Size","temporary",100449883
"956","10044988324","Spare Tire Mount Location","inside",100449883
"957","10044988325","Emergency Trunk Release","interior trunk release",100449883
"958","10044988325","Remote Trunk Release","remote trunk release",100449883
"959","10044988327","Power Outlet(s)","12V",100449883
"960","10044988328","Overall Width Without Mirrors","72.2",100449883
"961","10044988328","Wheelbase","107.9",100449883
"962","10044988328","Minimum Ground Clearance","5.8",100449883
"963","10044988328","Overall Length","189.3",100449883
"964","10044988328","Overall Height","56.7",100449883
"965","10044988328","Rear Track","62.0",100449883
"966","10044988328","Front Track","62.1",100449883
"967","10044988329","Remote Window Operation","remote window operation",100449883
"968","10044988329","Speed Sensitive Front Wipers","speed sensitive",100449883
"969","10044988329","One Touch Windows","2",100449883
"970","10044988329","Power Windows","power windows",100449883
"971","10044988329","Intermittent Front Wipers","variable intermittent",100449883
"972","10044988329","Rear Defogger","rear defogger",100449883
"973","10044988330","Steering Wheel Adjustments","tilt and telescopic",100449883
"974","10044988330","Cruise Controls On Steering Wheel","cruise controls",100449883
"975","10044988330","Steering Wheel Trim","leather",100449883
"976","10044988330","Audio Controls On Steering Wheel","audio controls",100449883
"977","10044988330","Phone Controls On Steering Wheel","phone controls on steering wheel",100449883
"978","10044988333","Cargo Area Storage Organizer","cargo area storage organizer",100449883
"979","10044988333","Cargo Net","cargo net",100449883
"980","10044988333","Cupholders Location","front and rear",100449883
"981","10044988333","Seatback Storage","front seatback storage",100449883
"982","10044988333","Door Pockets Location","front",100449883
"983","10044988333","Cargo Grocery Bag Holder","grocery bag holder",100449883
"984","10044988333","Overhead Console","overhead console with storage",100449883
"985","10044988333","Center Console","front console with storage",100449883
"986","10044988334","One Touch Power Sunroof","one-touch power sunroof",100449883
"987","10044988334","Remote Sunroof Operation","remote sunroof operation",100449883
"988","10044988334","Sunroof","power glass",100449883
"989","10044988335","1st Row Seating Capacity","2",100449883
"990","10044988335","2nd Row Seating Capacity","3",100449883
"991","10044988336","Climate Control Memory","includes climate control",100449883
"992","10044988336","Front Air Conditioning Zones","dual",100449883
"993","10044988336","Front Air Conditioning","automatic climate control",100449883
"994","10044988336","Rear Heat","rear ventilation ducts",100449883
"995","10044988336","Air Filtration","interior air filtration",100449883
"996","10044988337","Seatbelt Pretensioners","front",100449883
"997","10044988337","Seatbelt Force Limiters","front",100449883
"998","10044988337","2nd Row Center Seatbelt","3-point belt",100449883
"999","10044988338","Independent Suspension","four-wheel",100449883
"1000","10044988338","Rear Suspension Type","multi-link",100449883
"1001","10044988338","Front Suspension Type","double wishbone",100449883
"1002","10044988339","Ege Highway Mpg","26",100449883
"1003","10044988339","Epa Combined Mpg","21",100449883
"1004","10044988339","Epa City Mpg","18",100449883
"1005","10044988339","Curb Weight","3575",100449883
"1006","10044988339","Turning Diameter","39.7",100449883
"1007","10044988339","Epa Highway Mpg","26",100449883
"1008","10044988339","Tco Curb Weight","3575",100449883
"1009","10044988339","Ege Combined Mpg","21",100449883
"1010","10044988339","Fuel Capacity","17.0",100449883
"1011","10044988339","Ege City Mpg","18",100449883
"1012","10044988340","Rear Brake Width",".35",100449883
"1013","10044988340","Front Brake Width","1.1",100449883
