,cars.car_name,cars.make,cars.model,cars.year,cars.distance,score,score.dist,X,cars.price_daily,cars.car_photo,cars.price_weekly,cars.dedicated_parking,cars.price_hourly,cars.longitude,cars.latitude,cars.timezone,cars.carkit_enabled,cars.car_id,distance.factor,zero_sixty_norm,is_performance,is_tuner,is_exotic,is_coupe,is_convertible,is_hatchback,is_awd,is_rwd
293,Jadiboo,chevrolet,cruze,2014,8.558724067,0.182608696,0.036521739,1256,80,https://www.getaround.com/images_server/blob/AMIfv942qgv8BsAvbOd7JQbVXZfkBVC2Eis64D_65SD6PapqJfDEhg3gl_j3JoPTUtkj4img2fGQHSdXENwaSx-2-gUW-UillfGjwCSc52_lhNP8DdZIeLbuxO-6wiyPibB_cD3QjNnAETQJRhaA4Fikv7O-DlB9eg,480,TRUE,8,-122.294723,37.809658,America/Los_Angeles,TRUE,1.00005E+14,0.2,0.182608696,0,0,0,0,0,0,0,0
294,Dcruze,chevrolet,cruze,2014,10.30265397,0.182608696,0.036521739,1308,80,https://www.getaround.com/images_server/blob/AMIfv95N2GiTSHoDNKjBqjC-CoXJvWaeaR62MgRdeaVRXNx12jbTUy9_Jr0zOpoQuNQZxn5ThpA86rOr2HAV-pOHcwFKWneR2q0Uwfmm_0q44dN3AnP0eOyDBkDLCf9hOBh6M03qH7IZQKAdzct6Ddz8o_LVTFu1Cw,480,FALSE,8,-122.2920695,37.8602441,America/Los_Angeles,TRUE,1.00006E+14,0.2,0.182608696,0,0,0,0,0,0,0,0
295,smartcart,smart,fortwo,2013,0.146680936,0.18,0.18,12,50,https://www.getaround.com/images_server/blob/AMIfv96wJm45Mpmw_9MU-2I_TFsY2-desAgwK5PEXPL3Bf4OTDvgqHYeKEvKQDZawBEFSrzlrUWLKpMy3vup0EWcIMXbUxsG2YAXwo9bpvmHu1LecetMxSKlPPy0Hffb2T13N-Sa3uQpqsiDQCqpxKB1Velc5dYhKw,300,FALSE,5,-122.4412096,37.771793,America/Los_Angeles,TRUE,1.00004E+14,1,0,0,0,0,0,0.1,0,0,0.08
296,Galileo,smart,fortwo,2013,0.157225064,0.18,0.18,15,55,https://www.getaround.com/images_server/blob/AMIfv94sCCZY-4_ySqMbk-7a5E_3w5ZARUMzcukRzG9zlcApcS5Yxp3k9Xkk1lCTbJSoPzDQ2N3WrbiEIclK68o8DXnjesoJqvvdq5elt0oAb0yLabHuF4Rkz2YvfaGgeFWZ00_eCV3pPbC58FNYo22MhU-ZRvQP2g,330,TRUE,5.5,-122.4461454,37.7731345,America/Los_Angeles,TRUE,1.00006E+14,1,0,0,0,0,0,0.1,0,0,0.08
297,smartcarterrific,smart,fortwo,2013,0.184014435,0.18,0.18,16,50,https://www.getaround.com/images_server/blob/AMIfv96fYuCUTRYs_7kHg2BbgCS8vskuic5mv3w0hP-ukF1Nqfw4QjW8ntFaSl0I9kUOoL2MxJMyLVDppakXTNLULyCYUzSBs4v36jUCV7tKOt62z-V6Z6OJtaSsGZ4_KAq676DoZS9fCZUaVRnFqMoAJbjfuZP9gg,300,FALSE,5,-122.4471934,37.7711869,America/Los_Angeles,TRUE,1.00005E+14,1,0,0,0,0,0,0.1,0,0,0.08
298,Ginarox,smart,fortwo,2013,0.240068966,0.18,0.18,20,75,https://www.getaround.com/images_server/blob/AMIfv96PaSsMOfOOi2MXrKHYKDNAE8-T9CHMNKzfvr8ZGsURnSEUOnENfp7XSTGJw-W6-Bc-uB9J3kYZA4EkfXfcHBVTKyNJ6OvT_mhoVUv6jekbH2QXpguUs6BmE1PBO0t_ukRA4t_N87jmPu0gZuN1hVZ017_jEA,450,FALSE,7.5,-122.4467523,37.7690809,America/Los_Angeles,TRUE,1.00006E+14,1,0,0,0,0,0,0.1,0,0,0.08
299,Socrates,smart,fortwo,2013,0.27881282,0.18,0.144,25,50,https://www.getaround.com/images_server/blob/AMIfv97Opg9gyBsmAY5aEEMLCvmQQfZDTDffdXWvEp3EZGWIgeDRHDupcrnXZK05rewCpttUlaXJHfR_4uZoRGsCt-vBJxK8GdCMz3xuSF9hLDI7SqwKBDXulB6n8p8Y1g_DcZdn3A6rcL0xQH_Z3GzldHAytKAhMQ,300,FALSE,5,-122.4489964,37.7716946,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
300,smartcarlance,smart,fortwo,2015,0.326284408,0.18,0.144,29,60,https://www.getaround.com/images_server/blob/AMIfv94xicgwVHquijaVmK7UMEAypEtz2YoUhQ0VUVhD-2Pcup2AOhTgBueZE5NtX23NSJCNe3fSxt9DjLVN9cv9lYoJkuYuBn3a4_00qsnfhXMS795HuV_3Klf29ZnVykpsaWrAMWuGn_MNJJ1cVw7jy1dCyjqH_w,360,FALSE,6,-122.4491552,37.7739515,America/Los_Angeles,TRUE,1.00005E+14,0.8,NA,0,0,0,0,0.1,0,0,0.08
301,babyblueSmartForTwo,smart,fortwo,2013,0.371351868,0.18,0.144,38,65,https://www.getaround.com/images_server/blob/AMIfv964N-syIvgsBjwRqkqt3LrgFc5k_CIv6e704mH7OBP32Xk7IPKZtrd-NGH4gwg__e5kxshXNtxQ0hIPzaooHxhGgd5uvSvv0vRHD6u4koOFcabCk7jXYYmOdoqfFNOkXjN_sbML4bQKR8oSleI_nH2C0T1NJQ,0,FALSE,6.5,-122.43868,37.775167,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
302,Brynhildrsmartypants,smart,fortwo,2013,0.396087573,0.18,0.144,45,50,https://www.getaround.com/images_server/blob/AMIfv95IUD5gmKsA49TWvaQ-YtDnVuvPWGGOZZ2EgUxG1QUeDu9ZKmqEbd6QYEu1mXeuVcNvKI7_1rqCI-X5gLZMxWu-Yv6UYFCxp1EFEZS1w4lgjU8wE91NY8PN8WPPoU05lTu2CKEO01O1lRrRxo6I4crPErJlrg,300,FALSE,5,-122.4483272,37.7671844,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
303,Sigfriedsmartypants,smart,fortwo,2013,0.461337539,0.18,0.144,59,50,https://www.getaround.com/images_server/blob/AMIfv97Pq2lqTXR_2TWv4gwMSyrLrHuHaIXnDuTfyWiAzAYF2ZAOHNTp-lr-pHP0kndL9ZsaEVV3POJX7ot_WROn0SQLvJ7d6JFDmzv7BUNl5Cr9CLCgcYmX77HIPKOhSJLW07PO3ACPBT37kOTj9B06-Vq1ne6zVg,300,FALSE,5,-122.4469796,37.7655053,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
304,tcrowellsmart,smart,fortwo,2013,0.553055141,0.18,0.144,73,60,https://www.getaround.com/images_server/blob/AMIfv95ew-3NdGo_cOmpZwf3pMbYmU9fINoG2jKqKpBpYB8d48EahzKGXrjuZvTHkbVDyQY5mRfVb9hOnw7PCRI5GwsXR_fGHGTF-3Q6B_-q6MnoM282PPO9IvwvZy6WrSE5uXucjkJhEXB5lRPj5muPSgLRLlf4zg,360,TRUE,6,-122.4536427,37.7695647,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
305,getsmartie,smart,fortwo,2013,0.624070127,0.18,0.144,82,50,https://www.getaround.com/images_server/blob/AMIfv97mMMaKaKS9tsShajYk0QiEfCeGOmwFKUnRIaQ5D2DP2GYl-gGIQQAFLX2z1QRe4PDwza406P7YXe9DUJS2wsI0kmCcBBHT37hk-rH-34eiNqM-072od47QkVol_YhvJyCS9NerXbI3ICigLMBeddkULA2_EQ,300,FALSE,5,-122.432585,37.773,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
306,lexym,smart,fortwo,2013,0.907845525,0.18,0.144,159,50,https://www.getaround.com/images_server/blob/AMIfv94BFRxzp3YAhUB19f9pkLxArArh-c2AHM-GIiud-82aLZX3MdCoPAtM5T6K3aYAS9Iu-hmiYtGuYWICzalwdHzmKF-Tv2f3qrPMp2Bv_ITMkTqDuJfrNEjlD_rBcn9kZMptE4RNvzz6WJRiklfd5SFyMRhVVQ,300,FALSE,5,-122.43171,37.7806527,America/Los_Angeles,TRUE,1.00006E+14,0.8,0,0,0,0,0,0.1,0,0,0.08
307,Big_Foot,smart,fortwo,2013,1.233107295,0.18,0.108,282,75,https://www.getaround.com/images_server/blob/AMIfv948yZDMTgK-d6SOT0Mio8tDA7yWQdW2jx3jH8Q99DwhmLj7f2mfvHFT3wC0XZZPACBu3Kce1NNY-EVjTepdUp1Ef5qTOoDxHptJA1BzawKbMs1S15dm1GH5ivm_zFsFMdfB6BqjB1efyN1NhbkSmqRsQWDVig,450,TRUE,7.5,-122.422812,37.778097,America/Los_Angeles,TRUE,1.00006E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
308,Tofu,smart,fortwo,2013,1.307316965,0.18,0.108,305,65,https://www.getaround.com/images_server/blob/AMIfv97p9PYU3nmFI-O9-nibI9Li88i3cWxQeASkhjU3ke2yIb6YAwmOzpY7tsQiJQAUHIy9Ts0tJcTF2-BJZUo8L2s0mN12hGNcKAs2S9v9tlqmVy-_BBoSWbTGe5WSFLiHYOAGmnKJ-Y-taTeanVOFrCpEhiltcQ,390,FALSE,6.5,-122.4414011,37.7905314,America/Los_Angeles,TRUE,1.00005E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
309,zimmer,smart,fortwo,2013,1.37021417,0.18,0.108,327,65,https://www.getaround.com/images_server/blob/AMIfv968KTLj3ogtf4yYyy2LQmaxZZfF_5e4UecQRaz9yNkuL60eucSZ-lIO6UPn8TJcH9w3GmCRPKYlCrmMqBfIJKbKw_IlZGhyV4gcplwXvFF-lulbXE8BC9ABX5CkzVekEN1hG0i2wN0McpUJnQMZp8KdqM1Oag,390,TRUE,6.5,-122.420558,37.7644521,America/Los_Angeles,TRUE,1.00005E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
310,Darkmatter,smart,fortwo,2013,1.479140232,0.18,0.108,365,55,https://www.getaround.com/images_server/blob/AMIfv94bHdCWf1cTxNs-NFVGlE8VIfAVfNvipEG1QQM5YCxMi-jUF8Wv-90JDucAxY04wXsjQd2dYIXtOcDEo1D7WzVT-VCZ1FjKrquhuo8UpHth3Y0hlkJZZ2edmB2gXVdrSqJFYyOn_GpPVMoMw642i8oEGZGRmA,330,FALSE,5.5,-122.4363287,37.7511691,America/Los_Angeles,TRUE,1.00006E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
311,sf-smart,smart,fortwo,2013,1.506224235,0.18,0.108,379,60,https://www.getaround.com/images_server/blob/AMIfv97RZMi3r-B_cXzDzkgVIlUhGQ3Ya3hcD64bJ43fwj46Rsc2NlZ6f_v6SGCnYygg4FPQvZcw0eR-ORgSvoPqGfsUInv1stAwXISUCjgKo_2GOACeMIaOHf8Gdb8cKJK6L7z1mvkKkkCu68KBK3SsXaYjWrG3EQ,360,TRUE,6,-122.4172441,37.777311,America/Los_Angeles,TRUE,1.00006E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
312,theblackdott,smart,fortwo,2015,1.707675984,0.18,0.108,457,60,https://www.getaround.com/images_server/blob/AMIfv97JLTlmFzLEAsvNq4KZPWeV_-_i16dNq0PjOmt-Bq8yHyBTrEcA_k2kQCS8fPjasJB9-ptbuZOptUCUjTtqEkZaIAnBZGQqresEB-arNH8O2erRgSkUQpyGUFjRvtPzG19Y67A-azyH8uni5WZ2z2uyCESQsA,0,TRUE,6,-122.4168,37.7840454,America/Los_Angeles,TRUE,1.00005E+14,0.6,NA,0,0,0,0,0.1,0,0,0.08
313,Ag47,smart,fortwo,2013,1.7509727,0.18,0.108,479,70,https://www.getaround.com/images_server/blob/AMIfv94PQ9ZRjBBEPNlD7IB9KEEkaJm9uIZUZvF_wHtv0bw3Aal-1Hae-H56PHY5WYEqymP_LopibDLsy90P9Xn-WZch_TEeb8YBuFYqAW1bM1AHK4D3eF5h30Jvrq_eYTWss0m3Yira-eWebTrX3mu3HtyugHzhRg,420,TRUE,7,-122.4200371,37.7886406,America/Los_Angeles,TRUE,1.00005E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
314,NCSmart,smart,fortwo,2013,1.809363442,0.18,0.108,500,50,https://www.getaround.com/images_server/blob/AMIfv95wUolyoNbXBv4TTTSi0c68xDPD1UfZWHVkZXxCK5DET6cBsPQdgahdi-zzJJD8HIsQkY7EX-gAFP_GP8f0k9rC3E3wtO70mdTSe_11pNkBBEeGAIXe8YffgT6eJgpFBE0_pJb35jo04FUvdYu8aChk98dw6Q,300,FALSE,5,-122.4123031,37.7638573,America/Los_Angeles,TRUE,1.00006E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
315,SmartForYouCity,smart,fortwo,2015,1.859699092,0.18,0.108,529,65,https://www.getaround.com/images_server/blob/AMIfv97MqILgprbfDvg1zQ1AsqoU61DQ95xsXktdw0xA2Pj_WGatmvKkh4YdtSpeDFRZ5Run_twPfLVybFm8nU0CmDHIBGDMWS_-a1aYOyzPjQUunOWDMe3cosT24W_iwhdAL9P2DvyFPLVUXnfA2K6Lq4R97XXIDQ,390,FALSE,6.5,-122.4357025,37.7978365,America/Los_Angeles,TRUE,1.00004E+14,0.6,NA,0,0,0,0,0.1,0,0,0.08
316,smartcartalot,smart,fortwo,2013,1.863753128,0.18,0.108,533,50,https://www.getaround.com/images_server/blob/AMIfv96Quxdc16wsPNlOKCuUF_5_p3Zd9DE6lrxB7JhpJqEQbVo_gaFBYWeMybS2eg7MgAURMW2KDVyFdhf0HQW6qhANGzdazLQvFO3jqmuJfc6BhKuNDzPJU5WVA2uhrTa3XLJJ82q3eJwfl6AWc2JelcjaguT9hQ,300,FALSE,5,-122.412151,37.7618399,America/Los_Angeles,TRUE,1.00005E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
317,SheldonCoupe,smart,fortwo,2013,1.872305717,0.18,0.108,537,70,https://www.getaround.com/images_server/blob/AMIfv97G_gVVQX7vNvQRvKAsCmnSJ1scvyBcgcJQ31k9_-Viq87qNKe6f8iRpNhOb74E9eS0NgGqVtLh-j-57gtUY8jiGJHVHqUuAuD5c92XVVVKtUV1_U686A9eZ_BHytsOvm9TO2giTy9hY6egdoN4D7OXba5NXw,420,TRUE,7,-122.4122209,37.7820731,America/Los_Angeles,TRUE,1.00004E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
318,13Smart,smart,fortwo,2013,1.881299307,0.18,0.108,545,55,https://www.getaround.com/images_server/blob/AMIfv95FZyr9tGugu9o5qgwEzldyq6956tT3vUbujMlSJ-sq9dhw5LoUJzJ1NU0DXl9iQHn_E0EvhtzzGGaokJw_gl68zeROIe-cRMnR-8qe_km9waO7s_UdKgivlV6FrkeZm7VeQLB_7qL9FDSb8NtyAEe-aaNx1w,330,FALSE,5.5,-122.4122811,37.7609256,America/Los_Angeles,TRUE,1.00006E+14,0.6,0,0,0,0,0,0.1,0,0,0.08
319,Blue.BMW,bmw,3-series,2004,1.926751703,0.18,0.108,569,65,https://www.getaround.com/images_server/blob/AMIfv94Lxd1Cq_WMxWbVMMJXHbTMsGW-4L3YPq5fUmhtK0bD9rTBSwx3mj9TVbLn1cH8-xmsd1zAKtLpZ4TW9TBjJuvoIz4728z2pnKERhKpzhCMzR6_zpmD7StEeQufnDPZmbo9qmAgnTfh0UpaEzjSj0guucG4Bw,390,FALSE,6.5,-122.4208053,37.7506459,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0,0,0,0,0.1,0,0,0.08
320,elmustang,ford,mustang,2015,1.958052629,0.18,0.108,583,110,https://www.getaround.com/images_server/blob/AMIfv97_P4BhQX_x4X__VyfrkGQ_TcwpEuVn3Cwsj2HI9-hRmMEMBEiKzgJO-BPR9YXr0FHOM3_xoXGNQAOhRNC37Ii8F7JtZsYWxNY31TJjgkSLZe1Lh85xDA-8DcyUhPYaNyo15W175UYv-kdn56wFPnKCUcabjg,660,FALSE,11,-122.415581,37.789095,America/Los_Angeles,TRUE,1.00006E+14,0.6,NA,0.04,0,0,0.06,0,0,0,0.08
321,NCSmart2,smart,fortwo,2013,2.006418518,0.18,0.072,620,55,https://www.getaround.com/images_server/blob/AMIfv97gSvwS-7tZB9kMryUuhoTIzdNev7sy3WdpBMvYPJy3kZ3fTi-25kCOn03qlmOQFDFmk4FbME8JGM8Y5GCahtAiyOQglrZmwZ1Fdt8amhACYs99zkqJ6sSppXDNWieB5q9rXSSJIcGdbA3cV94_T9JxvtWBGg,330,FALSE,5.5,-122.4113033,37.7583368,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
322,SmartestCar,smart,fortwo,2015,2.029991437,0.18,0.072,631,65,https://www.getaround.com/images_server/blob/AMIfv95_e6XEmpIvGmx7z_jNhzsnAIoftxz_fCff5Qbp-z-zF8b-_k1410TjiKrEtIatpQpGsaFM9j7bOyy_AypI-4_UFZQr5AL1gvcMeE6JXmea2brGdgRujLuuIi9TJ01fKV1qHEI4yQVB7u36Kwt0i94YIq5Dfg,390,FALSE,6.5,-122.4320473,37.7995588,America/Los_Angeles,TRUE,1.00005E+14,0.4,NA,0,0,0,0,0.1,0,0,0.08
323,SmartCarting,smart,fortwo,2013,2.076530272,0.18,0.072,659,50,https://www.getaround.com/images_server/blob/AMIfv953TuOCqFDhUSCVErQVngldz_7lY2fmUCKCCvIUOKjU_5KhwmcMb4pCk73M4VjMsWM8xLcmJIj95tL8Q-iuABhf1ylSxZvEo0qgMT8enaQbHsZYGUfWb0B0AfvAnOVQI8XEZ_1I4XCCz49i2Bezma38j-3-jQ,300,FALSE,5,-122.4103051,37.7576575,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
324,smartcartly,smart,fortwo,2013,2.092094583,0.18,0.072,668,50,https://www.getaround.com/images_server/blob/AMIfv94BVAPHebr5FCkwtNUPGbCb_d7_TRhhnQOAif7jM2eB1eCA4b99nw4NojOntuPT8jNMGPFGd9r6glyeAecFfVyw3NYxuuPHnuZ5jOeV30Kgptmuum7Mi5FPZoHaCExGbju_1-vopKFm6GHIAJ0kukEkhN2Blg,300,FALSE,5,-122.410188,37.757353,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
325,sfsmartcar,smart,fortwo,2013,2.152869647,0.18,0.072,686,65,https://www.getaround.com/images_server/blob/AMIfv95lKZGm41iJ8nFT25piFIr_te3vHoBHe5qqjrjtHt_goM6QO_aOpxBGPFwBAI4udDFpEZrtKOeXZe_5WHZCPvclhTqT77FkuaUnDYRWGYmoSZimqpGQxSXm9rHZqbiCwu3_kqQxWei0Yd3zBua8fKvMWfEV1g,390,FALSE,6.5,-122.4383496,37.802559,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
326,RedSmart,smart,fortwo,2013,2.166019288,0.18,0.072,696,40,https://www.getaround.com/images_server/blob/AMIfv96BZ0j6kR0krEs81PkDS9_1AJ9z1B3lDV6sWxZlT4UMUhS2pPtr-LANVoHeJEQhvQcvlx9fKmHYa9zKGyixzNM6pRUNyzS8ZmlMVakA0-6It7C6z5AHBsDSSXkexFr4HpB56SfQ8hBTM9VcYGPYqa5EebS1Gw,0,FALSE,4,-122.4048594,37.777223,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
327,ZippyTheSmartCar,smart,fortwo,2013,2.185413841,0.18,0.072,714,55,https://www.getaround.com/images_server/blob/AMIfv940MCjOgwWZzGHaQUhvgQ8kEtOpseBse0HuvDVr91e0RuaaG-_7il4rAsm-2lxmxOP1CCBvQBAT9YwYsVJlDGauJEa2uuWfa8vIyPTZvORX5069leD8dLwPEqN3k6hvJNR5Hz82hhQmu45CVufCuyj-9jnD4g,330,TRUE,5.5,-122.4393213,37.8031324,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
328,2013smartfortwo,smart,fortwo,2013,2.203039475,0.18,0.072,722,67.5,https://www.getaround.com/images_server/blob/AMIfv946hapK1dQkqeAnFrsZPmK8aE36hpQjEDADupQ2jTlZVWKNSl9zb7XugtFxC1rZON2NqpMYafpoV-L7g1Mg29almHuUcNoTq3Q3gfebSTfzZJmHyjSx-9MatiWwxgH59NCo4929Z8Ijiry3Tiaqg-Mf_6VuBQ,0,FALSE,6.75,-122.4398579,37.8034346,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
329,2013HazelPassion,smart,fortwo,2013,2.230433849,0.18,0.072,741,67.5,https://www.getaround.com/images_server/blob/AMIfv94X9tx-ox7gpQAnlFc-LJUbfqSNXHn36G4iWUefgKNIgESJCyuzrQWwUfKfLbiQf_26HWBIe5PvdBDcbScSd3VaMU9RtJL9QNS3BNIDRp7XKkKQRuOvZY2VSkZ0Htk2P-unL3oziGPJkqfB9UkdtthTuemxbQ,405,TRUE,6.75,-122.4071333,37.7857671,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
330,CarNextDoor,smart,fortwo,2013,2.230433849,0.18,0.072,737,50,https://www.getaround.com/images_server/blob/AMIfv94Kql_Pt0gsOEYp6WA7qlnZSpn1p7j30Zu1gi6Thij-q6fQw_djUdd8VmwNmxbN9po-TzEXQpSGPQ_b9QtNxK6GVYbd90ZxyoCROO6xZvew3g2yvX8txoFf7OlL1U6HXu4HDfjZKK2XKnkQbpaBaKv3mT-TYg,300,TRUE,5,-122.4071333,37.7857671,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
331,EvenSmarter,smart,fortwo,2013,2.28196947,0.18,0.072,806,60,https://www.getaround.com/images_server/blob/AMIfv95s6NSDi_5WUVwC69aX3P3Hl7houDkZGmRYJw7IzZIm7vi1z_cjOq73ywXaX4Z0d4BCpGxvhGcyq9uCxZ95209DXZ7Iyj-pxW9nB-P0agSvgdr04FwsBzk56KA8lTeqgOwRvsdA7vHrFntfy-HbwDQ_iB-opg,360,TRUE,6,-122.4075056,37.7879384,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
332,snickerdoodle,smart,fortwo,2013,2.293255323,0.18,0.072,822,60,https://www.getaround.com/images_server/blob/AMIfv95pdv7lsHFT9dprYoYKp3SkGgkJcrcKdnycwPC25qlnc8lSRvkMCQwpBlVUZprapPDpWHIaUMe40LNaDUZTeMgyQOZy0-W95XQl31zeLDbTi3P2B1kxIfwubQlz1Hss3MbFbhp1s6Wa49BFN3hyHv0aes4lbQ,360,FALSE,6,-122.427807,37.802368,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
333,oreo,smart,fortwo,2013,2.326308602,0.18,0.072,837,60,https://www.getaround.com/images_server/blob/AMIfv95zSslJCr8Se5AlcTkwCCUnUnO1VthZbZiLzLW_GOSHW-a1UKn_AjkfcTMq5kQkr48Nop0U-Gq4Hw4zF22xgmV5vM-ikZVK81cjFG4kkSisMN_eL0etzrCKBCkcKufT9lqmR9a7tizxM-2UJj4X8JaaQHp-pg,360,FALSE,6,-122.4264933,37.8024412,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
334,macaron,smart,fortwo,2013,2.337954548,0.18,0.072,843,60,https://www.getaround.com/images_server/blob/AMIfv96ZvB6gGzwZJlOiADFhgsd2FoEPIEbHtRLQDzbbd7y3zkiDEdM6SCwhCHaFSJv0wGugUjRHfcof5NgOjyni8_E-6uzkVv_8jlwUKIzYNn6hjGtin_6eyILGlbAsnPNFZEm7SlDlJ-d7fy8q8KazpFHG8qQcOA,360,FALSE,6,-122.4276702,37.803023,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
335,MarinaSmart,smart,fortwo,2015,2.377623015,0.18,0.072,864,60,https://www.getaround.com/images_server/blob/AMIfv97_DjUZZnqr-mvMsvm_cziiYM1c5e_5gxiyHhxpscKYGZwrT4hyhOkUNPXWiMwV0_T1a3YWIWS3eE3djK65Z361k3P3OoW2pdt57A4ve_BxwVT8e0Rlp6UthE0C9YVPtEjfxuEKR_PgTOY9i-MTub1M5gvkbg,360,FALSE,6,-122.4252295,37.8027983,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0,0,0,0,0.1,0,0,0.08
336,perrochi1,smart,fortwo,2013,2.409990882,0.18,0.072,889,60,https://www.getaround.com/images_server/blob/AMIfv96kWYxaDfgEt88eDBdlrrJMOMjDWMjf-pzGoPf0gkQ1Jd7eMxtNiWbTiUL1aukmblq319Vod0iVKbxiHKolI40Ye7PVb05wAifrrMrh1jpMWtkuGo3hm70w6Wq7JnOnklavYt7-xzeDfnNZDPnhtXfgKniJVQ,360,TRUE,6,-122.4064945,37.7902188,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
337,NissiDaisy,smart,fortwo,2013,2.422746562,0.18,0.072,908,60,https://www.getaround.com/images_server/blob/AMIfv96D1hwgZ04BTxadaUx7Wy-hbs3APa3zQfxn-qO69g3DRHnv8nOVykum5DJTTUD3ErBZK9AWmD6vHfH8vZzKrzn8GTh_ZjOuxYY-s59ay_mwAVrALfp16U8QGO0ak5FvvoirMlrF8o54LnKeeNLSDm0ReM2b-Q,360,FALSE,6,-122.4009277,37.7804109,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
338,SmartyShorts,smart,fortwo,2013,2.480938665,0.18,0.072,920,55,https://www.getaround.com/images_server/blob/AMIfv96gCv_zcI0zn961n3n2_FmD3UPEwWZAtXCKKUbp2I7-sPo9WjVQbL5omcWKgMNG01n4cQfkILQ7hw25jp-T1M8PUTQgteRltMo8wW1SGSzbqoiLZIib0eFz5RPxDpW7NMMepQs7ThvUAksnJNUSgz53e7FLRA,330,FALSE,5.5,-122.4010859,37.7597412,America/Los_Angeles,TRUE,1.00006E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
339,DropTop350z,nissan,350z,2006,2.501837564,0.18,0.072,923,60,https://www.getaround.com/images_server/blob/AMIfv9775P6amg7GCE00zPdm5UN7p3gUdVeGEq_uPmBIyv-fVjwEJERGo8Sl7_H6aojDo-UWFj1YlixaMYA7HQbIdxpvxyRr6pbQabodYs5_THHVrr1INVStY-mTACZCtu8As1NkHapI0URVOI9SpDt4K8uJjPO3cw,0,FALSE,6,-122.4860475,37.7575812,America/Los_Angeles,TRUE,1.00006E+14,0.4,NA,0.04,0,0,0.06,0,0,0,0.08
340,Cyril,smart,fortwo,2013,2.512321189,0.18,0.072,936,55,https://www.getaround.com/images_server/blob/AMIfv97_M0qZD6L_6Y4SBkDtXOjqHSbsDF0SHGBGy3yiL56qnViWzl6QUn7a7rRcSxDhA8x_bivYahkrS__5n7FDBCxJJAnXypBM6DeqyqA5f1CpnHEfejK23ZfmVnHvkm09qICU78budoSlQ54x66U47EnGU_AXMg,330,TRUE,5.5,-122.404374,37.7531352,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
341,SmartOnTheStreet,smart,fortwo,2013,2.535529596,0.18,0.072,952,55,https://www.getaround.com/images_server/blob/AMIfv97x3aJJG7iHq45PXmm8WudwRRH5QXmDcyyOXQT-uFpae52fPotR1obnpLIQoTPMt_-_0HiTVwwFIL8prkRgjHNi8Lc_49ICHtqB6iKez_eKyErCB5JpW8Q0tex6jeJESNxBV5QYohYAHiclghGpfRFf8jAx_g,330,FALSE,5.5,-122.399724,37.760459,America/Los_Angeles,TRUE,1.00005E+14,0.4,0,0,0,0,0,0.1,0,0,0.08
